senseval2.d000.s000.t000	3) a superior skill that you can learn by study and practice and observation.In this context, "art
senseval2.d000.s009.t000	1) in or at this place; where the speaker or writer is
senseval2.d000.s009.t001	2) the day that includes the present moment (as opposed to yesterday or tomorrow)
senseval2.d000.s009.t002	1) inhabit or live in; be an inhabitant ofThis definition best fits the context of the
senseval2.d000.s010.t001	1) any number of entities (members) considered as a unit.In the context of the sentence, "
senseval2.d000.s010.t002	1) a person who rings church bells (as for summoning the congregation). This definition fits the
senseval2.d000.s010.t003	3) add as part of something else; put in as part of a set, group, or category.
senseval2.d000.s010.t006	1) activity leading to skilled behavior. In this context, "training" refers to the process through which the young
senseval2.d000.s010.t007	2) travel or be transported in a vehicleIn the context of the sentence, "drive" refers to
senseval2.d000.s010.t008	1) first day of the week; observed as a day of rest and worship by most Christians
senseval2.d000.s010.t009	2) a place for public (especially Christian) worshipIn this context, "church" refers to
senseval2.d000.s010.t010	2) a place for public (especially Christian) worshipIn this context, "church" refers to
senseval2.d000.s010.t011	1) earnest and conscientious activity intended to do or accomplish something2) use of physical or mental energy;
senseval2.d000.s010.t012	2) continue a certain state, condition, or activityIn the context of the sentence, "keep" refers
senseval2.d000.s010.t013	1) a hollow device made of metal that makes a ringing sound when struck.In the context of
senseval2.d000.s010.t014	2) make a certain noise or sound3) give off a certain sound or sounds4) announce by
senseval2.d000.s011.t000	4) to the full extent. In this context, "even" is used to emphasize the extent or degree of
senseval2.d000.s011.t001	1) work done by one person or group that benefits anotherIn the given sentence, "service" refers to
senseval2.d000.s011.t002	1) a structure taller than its diameter; can stand alone or be attached to a larger building. This definition best
senseval2.d000.s011.t003	3) cut the surface of; wear away the surface ofIn this context, "scrape" refers
senseval2.d000.s011.t004	8) utter aloudIn the given sentence, "says" is used to indicate that Mr. Hamm
senseval2.d000.s011.t006	1) a person who works at a specific occupation. In this context, Mr. Hammond is described as a retired
senseval2.d000.s012.t000	1) make an effort or attemptIn the context of the sentence, "tried" refers to the effort
senseval2.d000.s012.t001	2) undergo training or instruction in preparation for a particular role, function, or profession7) teach and
senseval2.d000.s012.t003	2) a public dance hall for dancing to recorded popular music. This definition best fits the context of the sentence,
senseval2.d000.s012.t004	3) taking a series of rhythmical steps (and movements) in time to music. This definition best captures
senseval2.d000.s012.t005	1) and nothing moreIn the context of the sentence, "just" is used to emphasize that the
senseval2.d000.s012.t006	2) wander from a direct course or at randomIn the context of the sentence, "drift"
senseval2.d000.s012.t007	1) from a particular thing or place or position (`forth' is obsolete)In the context
senseval2.d000.s013.t000	1) be worried, concerned, anxious, troubled, or uneasyIn the context of the sentence
senseval2.d000.s013.t003	3) the time of life between childhood and maturity
senseval2.d000.s013.t005	5) the body of members of an organization or group.In the context of the sentence, "ranks
senseval2.d000.s013.t006	1) any number of entities (members) considered as a unit.In the context of the sentence, "
senseval2.d000.s013.t007	2) continue a certain state, condition, or activityIn the context of the sentence, "keeps"
senseval2.d000.s013.t008	1) a hollow device made of metal that makes a ringing sound when struck9) a percussion instrument
senseval2.d000.s014.t000	3) the discipline that records and interprets past events involving human beings.This definition best fits the context
senseval2.d000.s014.t001	10) an opinion that is held in opposition to another in an argument or dispute.In the given sentence
senseval2.d000.s015.t001	1) a detailed critical inspection. This definition best fits the context of the sentence, as it implies a thorough and
senseval2.d000.s015.t002	1) carry outIn the context of the sentence, "taken" refers to the action of conducting
senseval2.d000.s015.t003	1) a period of time containing 365 (or 366) daysThis definition is
senseval2.d000.s015.t007	2) a place for public (especially Christian) worshipIn the given sentence, "church" refers
senseval2.d000.s015.t008	1) a hollow device made of metal that makes a ringing sound when struck.
senseval2.d000.s015.t009	2) not in any degree or manner; not at all3) used to express refusal or denial
senseval2.d000.s015.t011	3) make (bells) ring, often for the purposes of musical edification. This definition best fits the context
senseval2.d000.s015.t012	1) first day of the week; observed as a day of rest and worship by most Christians
senseval2.d000.s015.t013	3) make (bells) ring, often for the purposes of musical edification. This definition best fits the context
senseval2.d000.s016.t000	1) posing no difficulty; requiring little effort
senseval2.d000.s016.t001	7) see or watchIn the context of the sentence "It is easy to see why the ancient art is
senseval2.d000.s016.t002	1) belonging to times long past especially of the historical period before the fall of the Western Roman Empire. This definition capt
senseval2.d000.s016.t003	1) the products of human creativity; works of art collectively. This definition best fits the context of the sentence
senseval2.d000.s017.t000	1) used to form the comparative of some adjectives and adverbs. In this context, "less
senseval2.d000.s017.t002	2) something a little different from others of the same typeIn the context of the sentence, "version"
senseval2.d000.s017.t003	7) perform music on (a musical instrument)7) perform on a certain locationBoth definitions
senseval2.d000.s017.t004	1) a succession of notes forming a distinctive sequence. This definition best fits the context of the sentence, as it
senseval2.d000.s017.t005	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s017.t007	1) of or pertaining to or typical of Europe4) being or concerning or limited to a continent especially
senseval2.d000.s017.t008	3) the nations of the European continent collectively.In the context of the sentence, "Europe" refers
senseval2.d000.s017.t009	6) judge or regard; look upon; judgeThis definition best fits the context of the sentence, as it
senseval2.d000.s017.t010	2) the people of England
senseval2.d000.s017.t012	2) (usually followed by `to' or `for') on the point of or strongly disposed
senseval2.d000.s017.t013	5) except thatIn the context of the sentence, "only" is used to indicate that the English consider
senseval2.d000.s017.t014	1) a person who comes from a foreign country; someone who does not owe allegiance to your country. This
senseval2.d000.s018.t002	2) the people of England
senseval2.d000.s018.t003	1) come up with (an idea, plan, explanation, theory, or principle) after a mental effort
senseval2.d000.s018.t004	1) a period of time containing 365 (or 366) daysThe term "
senseval2.d000.s018.t006	2) consider obligatory; request and expectIn the context of the sentence, "requires" is
senseval2.d000.s018.t007	1) involving the body as distinguished from the mind or spiritThis definition best fits the context of "physical
senseval2.d000.s018.t009	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s018.t010	1) have a certain weightIn the context of the sentence, "weigh" refers to the physical characteristic
senseval2.d000.s018.t014	1) possessing or displaying a distinctive feature to a heightened degree. This definition best fits the context of the
senseval2.d000.s018.t015	1) involving the mind or an intellectual process2) of or relating to the mindBoth definitions
senseval2.d000.s018.t016	5) complete attention; intense mental effort
senseval2.d000.s019.t000	1) of or relating to or characteristic of England or its culture or peopleIn this context, "English
senseval2.d000.s019.t001	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s019.t003	11) a partsong in which voices follow each other; one voice starts and others join in one after another until
senseval2.d000.s019.t004	1) used of sounds and voices; high in pitch or frequency. This definition accurately describes "highest-p
senseval2.d000.s019.t005	1) a hollow device made of metal that makes a ringing sound when struck9) a percussion instrument
senseval2.d000.s019.t006	2) literal meanings; being at or having a relatively small elevation or upward extensionIn the context
senseval2.d000.s019.t007	1) having few parts; not complex or complicated or involved2) easy and not involved or complicatedB
senseval2.d000.s019.t009	6) a series of notes differing in pitch according to a specific scheme (usually within an octave)
senseval2.d000.s019.t010	1) put into service; make work or employ for a particular purpose or for its inherent or natural purpose. In
senseval2.d000.s019.t012	2) a place for public (especially Christian) worshipIn the given sentence, "churches"
senseval2.d000.s019.t014	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s020.t000	1) subsequently or soon afterward (often used as sentence connectors)In this context, "Then
senseval2.d000.s020.t001	1) any nonverbal action or gesture that encodes a message. In this context, the "signal" refers
senseval2.d000.s020.t002	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s020.t003	3) set in motion, cause to startIn the context of the sentence, "begin" refers to the
senseval2.d000.s020.t004	1) become different in some particular way, without permanently losing one's or its former characteristics or essence
senseval2.d000.s020.t005	14) a request for something to be made, supplied, or servedIn the context of the sentence,
senseval2.d000.s020.t006	1) a hollow device made of metal that makes a ringing sound when struck9) a percussion instrument
senseval2.d000.s020.t007	2) make a certain noise or sound3) give off a certain sound or sounds4) announce by
senseval2.d000.s020.t008	2) become different in some particular way, without permanently losing one's or its former characteristics or essence
senseval2.d000.s020.t009	1) not subject to change or variation especially in behavior. This definition best fits the context of the sentence, as it
senseval2.d000.s020.t010	2) recurring at regular intervalsIn the context of the sentence, "rhythm" refers to the
senseval2.d000.s020.t011	2) the act of contacting one thing with another.In the context of the sentence, "strik
senseval2.d000.s021.t000	11) the act of changing or altering something slightly but noticeably from the norm or standard.
senseval2.d000.s021.t002	1) come to passThis definition best fits the context of the sentence, as it refers to events or changes
senseval2.d000.s021.t003	2) without any others being included or involvedIn the context of the sentence, "Each variation, or change
senseval2.d000.s021.t004	1) on one occasion
senseval2.d000.s021.t005	3) prescribed guide for conduct or actionIn the context of the sentence, "rules" refers to a
senseval2.d000.s021.t006	2) put beforeIn this context, "state" refers to the act of formally declaring or presenting something
senseval2.d000.s022.t000	1) a person who rings church bells (as for summoning the congregation)However,
senseval2.d000.s022.t005	1) a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in
senseval2.d000.s022.t006	1) a language unit by which a person or thing is knownIn the context of the sentence, "names
senseval2.d000.s023.t000	1) similar things placed in order or happening one after another
senseval2.d000.s023.t003	15) experience or feel or submit toIn the context of the sentence, "A series of 5
senseval2.d000.s023.t004	1) (of quantities) imprecise but fairly close to correctIn this context, "about" is
senseval2.d000.s023.t005	1) a period of time equal to 1/24th of a dayThe term "hours
senseval2.d000.s024.t000	2) the act of directing the eyes toward something and perceiving it visually. In this context, "look
senseval2.d000.s024.t002	7) the time between sunset and midnight
senseval2.d000.s024.t003	2) systematic training by multiple repetitionsIn this context, "practice" refers to the system
senseval2.d000.s024.t004	2) a place for public (especially Christian) worship. This definition best fits the context of the sentence, as
senseval2.d000.s024.t006	4) convey or reveal informationIn the context of the sentence, "gives an idea of the work
senseval2.d000.s024.t007	1) the content of cognition; the main thing you are thinking aboutThis definition best fits the context of
senseval2.d000.s024.t008	1) activity directed toward making or doing somethingThis definition best fits the context of the sentence, as it refers
senseval2.d000.s024.t009	1) connected by participation or association or useIn this context, "involved" refers to the participation
senseval2.d000.s025.t000	1) a person who rings church bells (as for summoning the congregation). In this context,
senseval2.d000.s025.t001	1) be standing; be upright10) put into an upright positionBoth
senseval2.d000.s025.t002	3) something approximating the shape of a circleIn the context of the sentence, "circle" refers to
senseval2.d000.s025.t003	1) the part of the leg of a human being below the ankle jointIn the context of the
senseval2.d000.s025.t004	3) in a forward directionIn the context of the sentence, "ahead" is used to describe the
senseval2.d000.s025.t006	1) standing postureIn the given context, "stance" refers to the physical position or posture
senseval2.d000.s025.t007	9) cause to move in a certain direction by exerting a force upon, either physically or in an abstract
senseval2.d000.s025.t008	1) a strong line. This definition fits the context of the sentence, where the rope is being pulled by ring
senseval2.d000.s025.t009	4) slight or limited; especially in degree or intensity or scopeIn the context of the sentence, "small
senseval2.d000.s025.t010	1) an opening into or through somethingIn the context of the sentence, "hole" refers to the small
senseval2.d000.s025.t011	2) (literal meaning) being at or having a relatively great or specific elevation or upward extension (s
senseval2.d000.s025.t012	1) the overhead upper surface of a covered space. This definition best fits the context of the sentence, as it describes
senseval2.d000.s025.t013	1) a natural or artificial enclosed spaceIn the given sentence, "chamber" refers to a
senseval2.d000.s026.t000	2) exchange thoughts; talk withIn the context of the sentence, "speaks" refers to the act
senseval2.d000.s026.t002	1) a strong line. This definition fits the context of the sentence, as ropes are typically used for various purposes
senseval2.d000.s026.t003	2) seem to be true, probable, or apparentIn the context of the sentence, "seems"
senseval2.d000.s026.t004	4) cause to do; cause to act in a specified mannerIn the context of the sentence, "make
senseval2.d000.s026.t006	2) the subjective sensation of hearing somethingIn the context of the sentence, "sound" refers to
senseval2.d000.s026.t007	1) a hollow device made of metal that makes a ringing sound when struckIn the context of the
senseval2.d000.s026.t008	2) deaden (a sound or noise), especially by wrappingIn the context of the sentence, "mu
senseval2.d000.s026.t009	1) the overhead upper surface of a covered space. This definition best fits the context of the sentence, as it refers
senseval2.d000.s027.t001	1) giving or marked by complete attention to; - Walter de la MareIn this context, "absor
senseval2.d000.s027.t002	1) a person who rings church bells (as for summoning the congregation). In this context,
senseval2.d000.s027.t003	1) look at with fixed eyes2) fixate one's eyesBoth definitions 1 and
senseval2.d000.s027.t004	3) in a straight line; in a direct course. In this context, "straight ahead" refers to the
senseval2.d000.s027.t005	1) at or in the frontIn this context, "ahead" refers to the ringers' position
senseval2.d000.s027.t006	1) put into service; make work or employ for a particular purpose or for its inherent or natural purpose
senseval2.d000.s027.t008	23) order or request or give a command for24) order, summon, or request for a
senseval2.d000.s027.t009	4) observe with attentionIn the context of the sentence, "watch" refers to the ringers using their
senseval2.d000.s027.t010	1) not the same one or ones already mentioned or implied; - the White QueenIn this context,
senseval2.d000.s027.t011	1) a strong line. In this context, "ropes" refers to the strong lines that the ringers are
senseval2.d000.s027.t012	1) (used to introduce a logical conclusion) from that fact or reason or as a resultIn this context
senseval2.d000.s027.t013	1) measure the time or duration of an event or action or the person who performs an action in a certain period of
senseval2.d000.s027.t014	1) the act of pulling; applying force to move something toward or with you.
senseval2.d000.s028.t000	2) at or to or from a great distance in spaceIn the context of the sentence, "Far
senseval2.d000.s028.t001	2) in or to a place that is higher.In the given sentence, "above" is used to
senseval2.d000.s028.t004	2) made from or consisting of bronze
senseval2.d000.s028.t005	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s028.t006	3) fix onto a backing, setting, or supportIn the context of the sentence, "mounted"
senseval2.d000.s028.t007	1) a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a
senseval2.d000.s028.t008	2) move or walk in a swinging or swaying mannerIn the context of the sentence, "
senseval2.d000.s028.t009	1) in an uncontrolled manner. In this context, "madly" describes the vigorous and uncontrol
senseval2.d000.s028.t010	2) constituting the full quantity or extent; complete3) complete in extent or degree and in every particular
senseval2.d000.s028.t011	4) a measure for arcs and angles. In this context, "degrees" refers to the measurement of
senseval2.d000.s028.t012	9) begin or set in motionIn the context of the sentence, "starting" refers to the action
senseval2.d000.s028.t013	3) be the end of; be the last or concluding part of.In the context of the sentence
senseval2.d000.s028.t015	1) being in such a position that top and bottom are reversed. This definition best fits the context of the sentence
senseval2.d000.s028.t016	7) the spatial property of a place where or way in which something is situated.In the context of the
senseval2.d000.s029.t001	1) a person who rings church bells (as for summoning the congregation). In this context,
senseval2.d000.s029.t002	1) put into service; make work or employ for a particular purpose or for its inherent or natural purpose
senseval2.d000.s029.t005	1) cause to move more slowly or operate at a slower rate4) lose velocity; move more slowly
senseval2.d000.s029.t006	4) changing location by moving back and forth. In the context of the sentence, "swing" refers to the action
senseval2.d000.s029.t007	2) in a manner that facilitatesIn this context, "so" is used to explain how the
senseval2.d000.s029.t008	1) a hollow device made of metal that makes a ringing sound when struck9) a percussion instrument
senseval2.d000.s029.t009	1) exchange or give (something) in exchange forIn this context, "swap" refers to the action
senseval2.d000.s029.t010	13) proper or appropriate position or locationIn the context of the sentence, "places" refers to
senseval2.d000.s030.t000	1) widely or fully known
senseval2.d000.s030.t002	2) engage as a participantIn the context of the sentence, "involving" refers to
senseval2.d000.s030.t003	2) a place for public (especially Christian) worship.
senseval2.d000.s030.t004	1) a hollow device made of metal that makes a ringing sound when struckIn the context of the
senseval2.d000.s030.t005	1) of or relating to or characteristic of England or its culture or people
senseval2.d000.s030.t007	2) to give an account or representation of in wordsThis definition best fits the context of the sentence, as
senseval2.d000.s030.t008	4) an irrational but irresistible motive for a belief or action.In this context
senseval2.d000.s030.t009	2) discover or determine the existence, presence, or fact ofIn this context, "finds" refers
senseval2.d000.s030.t010	1) the contentment one feels when one has fulfilled a desire, need, or expectation2) state of
senseval2.d000.s030.t011	1) of or pertaining to or of the nature of mathematics
senseval2.d000.s030.t012	1) the state of being complete and entire; having everything that is needed.In this context, "comple
senseval2.d000.s030.t013	3) relating to or governed by or in accordance with mechanics.In this context, "
senseval2.d000.s030.t014	1) the state of being without a flaw or defect. This definition best fits the context of the sentence, where
senseval2.d000.s031.t000	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s031.t001	2) state or say furtherIn this context, "added" is used as a verb that means to provide
senseval2.d000.s031.t002	1) (usually followed by `with' or used as a combining form) generously supplied with
senseval2.d000.s031.t003	1) dignified and somber in manner or character and committed to keeping promises. This definition captures the essence
senseval2.d000.s031.t004	3) come to pass; arrive, as in due courseIn the context of the sentence, "comes"
senseval2.d000.s031.t006	2) the prescribed procedure for conducting religious ceremonies. However, it's important to note that "
senseval2.d000.s031.t008	1) carry out or perform an actionThis definition best fits the context of the sentence, as it refers to
senseval2.d000.s032.t000	1) enter or assume a certain state or conditionIn the context of the sentence, "become" refers
senseval2.d000.s032.t002	1) an irrational motive for performing trivial or repetitive actions, even against your will2) an
senseval2.d000.s032.t003	1) declare to be true or admit the existence or reality or truth ofIn this context, "adm
senseval2.d000.s032.t004	9) an authority qualified to teach apprentices.In the context of the sentence, "master" refers
senseval2.d000.s032.t007	1) (superlative of `good') having the most positive qualities.In this context, "
senseval2.d000.s032.t008	2) characteristic of or peculiar to a woman3) for or pertaining to or composed of women or girls
senseval2.d000.s032.t009	1) a person who rings church bells (as for summoning the congregation). In this context,
senseval2.d000.s033.t000	1) a strong feeling or emotion4) an irrational but irresistible motive for a
senseval2.d000.s033.t002	4) continue in a place, position, or situationIn the context of the sentence, "stays"
senseval2.d000.s033.t003	1) a structure taller than its diameter; can stand alone or be attached to a larger building
senseval2.d000.s033.t004	1) despite anything to the contrary (usually following a concession)In this context, "how
senseval2.d000.s034.t000	2) comparative of much; to a greater degree or extentIn the context of the sentence, "More
senseval2.d000.s034.t001	3) in many cases or instances
senseval2.d000.s034.t002	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s034.t003	2) take into consideration, have in viewIn this context, "ringers think of the church as something
senseval2.d000.s034.t004	2) a place for public (especially Christian) worshipIn this context, "church" refers to
senseval2.d000.s034.t006	2) the lowest part of anythingIn the given sentence, "bottom" refers to the lowest part of the
senseval2.d000.s035.t001	1) come or bring to a finish or an endIn the context of the sentence, "completed"
senseval2.d000.s035.t002	2) developIn the context of the sentence, "worked up" refers to the physical exertion
senseval2.d000.s035.t003	4) use of physical or mental energy; hard work. In the context of the sentence, "ringers" are
senseval2.d000.s035.t004	1) a person who rings church bells (as for summoning the congregation). In this context,
senseval2.d000.s035.t005	1) many times at short intervals. This definition best fits the context of the sentence, as it implies that the ring
senseval2.d000.s035.t006	3) jump lightlyIn the context of the sentence, "ringers" are likely referring to individuals who
senseval2.d000.s035.t007	2) of or belonging to or characteristic of a particular locality or neighborhood.In the given sentence, "
senseval2.d000.s035.t009	1) go away from a place5) move out of or depart from8) remove oneself from an
senseval2.d000.s035.t010	1) the activity of worshippingIn the context of the sentence, "worship" refers to the
senseval2.d000.s035.t011	1) in or to a place that is lowerIn this context, "below" refers to the location that
senseval2.d000.s036.t000	11) in a manner affording benefit or advantageIn this context, "well" is used to describe
senseval2.d000.s037.t000	1) the body of members of an organization or group. This definition best fits the context of the sentence, as it
senseval2.d000.s037.t002	1) at a steady rate or paceIn the context of the sentence, "steadily" refers to
senseval2.d000.s037.t005	3) (Church of England) a clergyman appointed to act as priest of a parish.
senseval2.d000.s037.t006	9) exert oneself continuously, vigorously, or obtrusively to gain an end or eng
senseval2.d000.s037.t007	1) to the same degree (often followed by `as')In the context of the sentence, "
senseval2.d000.s037.t009	3) in many cases or instances.In the context of the sentence, "often" is used to
senseval2.d000.s037.t010	1) a person who rings church bells (as for summoning the congregation). In this context,
senseval2.d000.s037.t011	1) be present at (meetings, church services, university), etc.In the context of the
senseval2.d000.s037.t012	3) the act of public worship following prescribed rules.
senseval2.d000.s038.t000	1) a period of time containing 365 (or 366) daysIn this context
senseval2.d000.s038.t002	3) (Church of England) a clergyman appointed to act as priest of a parish.In
senseval2.d000.s038.t003	2) enter or assume a certain state or conditionIn the context of the sentence, "got fed up"
senseval2.d000.s038.t004	1) to a very great extent or degreeIn the given sentence, "so" is used to emphasize
senseval2.d000.s038.t005	1) a person who rings church bells (as for summoning the congregation). In this context,
senseval2.d000.s038.t006	1) be present at (meetings, church services, university), etc.In the context of the
senseval2.d000.s038.t007	3) the act of public worship following prescribed rules. In this context, "service" refers to the religious ceremony
senseval2.d000.s038.t008	2) terminate the employment of; discharge from an office or position. In this context, "sacked
senseval2.d000.s038.t009	1) constituting the full quantity or extent; completeIn the context of the sentence, "entire
senseval2.d000.s038.t011	1) a person who rings church bells (as for summoning the congregation). In this context,
senseval2.d000.s038.t012	1) with little or no delayThe term "promptly" in the given context refers to doing something
senseval2.d000.s038.t015	2) the act of protesting; a public (often organized) manifestation of dissent3) the
senseval2.d000.s039.t000	2) a formal association of people with similar interests.In this context, "club" refers to a group
senseval2.d000.s039.t001	8) regard or consider in a specific wayIn the given sentence, "treated" refers to the way
senseval2.d000.s039.t002	1) a structure taller than its diameter; can stand alone or be attached to a larger building. This definition best
senseval2.d000.s039.t003	1) a category of things distinguished by some common characteristic or quality. In this context, "sort" refers to the
senseval2.d000.s039.t004	2) standing apart; not attached to or supported by anythingIn the context of the sentence, "separate
senseval2.d000.s039.t006	9) state as one's opinion or judgement; declareIn this context, "says"
senseval2.d000.s040.t000	1) not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
senseval2.d000.s040.t002	2) the day that includes the present moment (as opposed to yesterday or tomorrow)
senseval2.d000.s040.t003	1) one of the persons who compose a social group (especially individuals who have joined and participate in a group
senseval2.d000.s040.t004	1) a group of people who adhere to a common faith and habitually attend a given church.In
senseval2.d000.s041.t000	1) with reference to action or condition; without change, interruption, or cessationIn the given
senseval2.d000.s041.t002	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s041.t003	3) make (bells) ring, often for the purposes of musical edification.In the context of
senseval2.d000.s041.t005	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s042.t000	1) a hollow device made of metal that makes a ringing sound when struckIn the context of the
senseval2.d000.s042.t002	1) marked by absence of sound
senseval2.d000.s042.t003	6) come after in time, as a resultIn the context of the sentence, "following" is
senseval2.d000.s042.t005	2) a place for public (especially Christian) worship. This definition best fits the context of the sentence, as
senseval2.d000.s043.t000	3) (Church of England) a clergyman appointed to act as priest of a parish.
senseval2.d000.s043.t001	1) show unwillingness towardsIn this context, "refuses" means that W.D. Jones
senseval2.d000.s043.t002	2) discuss or mention
senseval2.d000.s043.t003	6) speak, pronounce, or utter in a certain wayIn the context of the sentence, "say
senseval2.d000.s044.t000	3) (Church of England) a clergyman appointed to act as priest of a parish.In
senseval2.d000.s044.t002	2) a place for public (especially Christian) worship
