senseval2.d000.s000.t000	3) a superior skill that you can learn by study and practice and observationIn this context, "art"
senseval2.d000.s006.t005	1) derive or receive pleasure from; get enjoyment from; take pleasure in5) take delight in
senseval2.d000.s006.t007	1) a hollow device made of metal that makes a ringing sound when struck.In the context of
senseval2.d000.s006.t008	1) neither warm nor very cold; giving relief from heatIn the given sentence, "cool" is
senseval2.d000.s006.t010	1) the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
senseval2.d000.s007.t000	1) (superlative of `many' used with count nouns and often preceded by `the')
senseval2.d000.s007.t001	1) not the same one or ones already mentioned or implied; - the White Queen
senseval2.d000.s007.t002	2) a place for public (especially Christian) worshipIn this context, "churches" refers
senseval2.d000.s007.t004	1) a group of things of the same kind that belong together and are so usedIn the context of the
senseval2.d000.s007.t005	1) a hollow device made of metal that makes a ringing sound when struck.
senseval2.d000.s007.t006	3) at a previous time.
senseval2.d000.s007.t009	1) a person who rings church bells (as for summoning the congregation)
senseval2.d000.s007.t011	1) first day of the week; observed as a day of rest and worship by most Christians
senseval2.d000.s007.t012	1) the time period between dawn and noon
senseval2.d000.s007.t013	1) the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
senseval2.d000.s007.t014	3) the act of public worship following prescribed rules.
senseval2.d000.s008.t000	4) at the present moment
senseval2.d000.s008.t001	2) without any others being included or involved
senseval2.d000.s008.t002	1) relating to or applicable to or concerned with the administration of a city or town or district rather than a larger
senseval2.d000.s008.t003	2) a person who is almost identical to anotherIn the context of the sentence, "ringer" refers
senseval2.d000.s008.t004	3) be left; of persons, questions, problems, results, evidence, etc.In the context of
senseval2.d000.s009.t000	1) in or at this place; where the speaker or writer isIn the given sentence, "The others
senseval2.d000.s009.t001	1) the present time or ageThe definition "the present time or age" is the most suitable for "
senseval2.d000.s009.t002	1) inhabit or live in; be an inhabitant ofIn the given sentence, "The others
senseval2.d000.s010.t001	1) any number of entities (members) considered as a unit.This definition best fits the context of the
senseval2.d000.s010.t002	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s010.t003	3) add as part of something else; put in as part of a set, group, or category.
senseval2.d000.s010.t006	1) activity leading to skilled behaviorTraining, in the context of the sentence, refers to the process
senseval2.d000.s010.t007	2) travel or be transported in a vehicleIn the context of the sentence, "drive" refers to
senseval2.d000.s010.t008	1) first day of the week; observed as a day of rest and worship by most Christians
senseval2.d000.s010.t009	2) a place for public (especially Christian) worshipIn this context, "church" refers to
senseval2.d000.s010.t010	2) a place for public (especially Christian) worshipIn this context, "church" refers to
senseval2.d000.s010.t011	1) earnest and conscientious activity intended to do or accomplish something2) use of physical or mental energy;
senseval2.d000.s010.t012	2) continue a certain state, condition, or activityIn the context of the sentence, "keep" refers
senseval2.d000.s010.t013	1) a hollow device made of metal that makes a ringing sound when struckIn the given sentence,
senseval2.d000.s010.t014	2) make a certain noise or soundIn this context, "sounding" refers to the act of producing
senseval2.d000.s011.t000	4) to the full extent
senseval2.d000.s011.t001	4) a company or agency that performs a public service; subject to government regulationIn the context of
senseval2.d000.s011.t002	1) a structure taller than its diameter; can stand alone or be attached to a larger buildingIn the
senseval2.d000.s011.t003	3) cut the surface of; wear away the surface ofIn the context of the sentence, "scra
senseval2.d000.s011.t004	8) utter aloudIn the given sentence, "says" is used to indicate that Mr. Hamm
senseval2.d000.s011.t006	1) a person who works at a specific occupation.In the given sentence, Mr. Hammond is described
senseval2.d000.s012.t000	1) make an effort or attempt
senseval2.d000.s012.t001	2) undergo training or instruction in preparation for a particular role, function, or professionIn the given
senseval2.d000.s012.t003	1) popular dance music (especially in the late 1970s); melodic with a regular
senseval2.d000.s012.t004	3) taking a series of rhythmical steps (and movements) in time to music
senseval2.d000.s012.t005	1) and nothing moreIn the context of the sentence, "just" is used to emphasize that the
senseval2.d000.s012.t006	2) wander from a direct course or at random.In the context of the sentence, "drift
senseval2.d000.s012.t007	1) from a particular thing or place or position (`forth' is obsolete)In the context
senseval2.d000.s013.t000	1) be worried, concerned, anxious, troubled, or uneasyIn the given sentence, "
senseval2.d000.s013.t003	3) the time of life between childhood and maturity
senseval2.d000.s013.t005	4) position in a social hierarchyIn the context of the sentence, "ranks" refers to the position
senseval2.d000.s013.t006	1) any number of entities (members) considered as a unitIn the context of the sentence, "group
senseval2.d000.s013.t007	2) continue a certain state, condition, or activityIn the given sentence, "keeps" is used
senseval2.d000.s013.t008	1) a hollow device made of metal that makes a ringing sound when struck.In the context of
senseval2.d000.s014.t000	3) the discipline that records and interprets past events involving human beings.This definition best captures the
senseval2.d000.s014.t001	10) an opinion that is held in opposition to another in an argument or dispute.In the context of
senseval2.d000.s015.t001	1) a detailed critical inspectionA survey, in the context of the given sentence, refers to a system
senseval2.d000.s015.t002	1) carry outIn the context of the sentence, "a nationwide survey taken a year ago," the
senseval2.d000.s015.t003	1) a period of time containing 365 (or 366) days
senseval2.d000.s015.t007	2) a place for public (especially Christian) worshipIn this context, "church" refers to
senseval2.d000.s015.t008	1) a hollow device made of metal that makes a ringing sound when struck.The definition that best
senseval2.d000.s015.t009	2) not in any degree or manner; not at allIn the context of the sentence, "no"
senseval2.d000.s015.t011	2) ring or echo with soundIn the context of the sentence, "rung" refers to the action
senseval2.d000.s015.t012	1) first day of the week; observed as a day of rest and worship by most Christians
senseval2.d000.s015.t013	1) sound loudly and sonorouslyIn the context of the sentence, "ring" refers to the
senseval2.d000.s016.t000	1) posing no difficulty; requiring little effort
senseval2.d000.s016.t001	1) perceive by sight or have the power to perceive by sight7) see or watch19
senseval2.d000.s016.t002	1) belonging to times long past especially of the historical period before the fall of the Western Roman EmpireThe term
senseval2.d000.s016.t003	1) the products of human creativity; works of art collectivelyThis definition encompasses the broad
senseval2.d000.s017.t000	1) used to form the comparative of some adjectives and adverbs.
senseval2.d000.s017.t002	2) something a little different from others of the same typeIn this context, "version" refers to a
senseval2.d000.s017.t003	3) play on an instrument7) perform music on (a musical instrument)33) employ in a
senseval2.d000.s017.t004	1) a succession of notes forming a distinctive sequenceIn this context, "tunes" refers to a
senseval2.d000.s017.t005	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s017.t007	1) of or pertaining to or typical of EuropeThe term "continental" in the given sentence
senseval2.d000.s017.t008	3) the nations of the European continent collectively.This definition best fits the context of the sentence, which
senseval2.d000.s017.t009	1) deem to be6) judge or regard; look upon; judge9) regard or treat with
senseval2.d000.s017.t010	2) the people of England
senseval2.d000.s017.t012	1) meeting adequate standards for a purposeIn this context, "fit" refers to whether something is
senseval2.d000.s017.t013	2) without any others being included or involvedIn this context, "only" is used to emphasize that
senseval2.d000.s017.t014	1) a person who comes from a foreign country; someone who does not owe allegiance to your country
senseval2.d000.s018.t002	2) the people of EnglandIn this context, "English" refers to the people from England, who are
senseval2.d000.s018.t003	1) come up with (an idea, plan, explanation, theory, or principle) after a mental effort
senseval2.d000.s018.t004	1) a period of time containing 365 (or 366) days
senseval2.d000.s018.t006	4) have need ofIn the context of the sentence, "requires" is used to indicate that
senseval2.d000.s018.t007	1) involving the body as distinguished from the mind or spirit7) concerned with material thingsBoth definitions
senseval2.d000.s018.t009	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s018.t010	1) have a certain weightIn the context of the sentence, "weigh" refers to the physical characteristic
senseval2.d000.s018.t014	1) possessing or displaying a distinctive feature to a heightened degreeIn the context of the sentence,
senseval2.d000.s018.t015	1) involving the mind or an intellectual processThis definition is the most suitable because the context of the sentence discuss
senseval2.d000.s018.t016	5) complete attention; intense mental effort
senseval2.d000.s019.t000	1) of or relating to or characteristic of England or its culture or peopleIn this context, "English
senseval2.d000.s019.t001	1) a hollow device made of metal that makes a ringing sound when struck9) a percussion instrument
senseval2.d000.s019.t003	11) a partsong in which voices follow each other; one voice starts and others join in one after another until
senseval2.d000.s019.t004	1) used of sounds and voices; high in pitch or frequency.
senseval2.d000.s019.t005	1) a hollow device made of metal that makes a ringing sound when struck9) a percussion instrument
senseval2.d000.s019.t006	2) literal meanings; being at or having a relatively small elevation or upward extensionIn the context
senseval2.d000.s019.t007	1) having few parts; not complex or complicated or involvedIn the context of the sentence, "simple"
senseval2.d000.s019.t009	6) a series of notes differing in pitch according to a specific scheme (usually within an octave)
senseval2.d000.s019.t010	1) put into service; make work or employ for a particular purpose or for its inherent or natural purpose
senseval2.d000.s019.t012	2) a place for public (especially Christian) worshipIn this context, "churches" refers
senseval2.d000.s019.t014	1) a hollow device made of metal that makes a ringing sound when struck9) a percussion instrument
senseval2.d000.s020.t000	1) subsequently or soon afterward (often used as sentence connectors)
senseval2.d000.s020.t001	1) any nonverbal action or gesture that encodes a messageIn the context of the sentence, "
senseval2.d000.s020.t002	1) a person who rings church bells (as for summoning the congregation)In the
senseval2.d000.s020.t003	3) set in motion, cause to startIn the context of the sentence, "begin" refers to the
senseval2.d000.s020.t004	1) become different in some particular way, without permanently losing one's or its former characteristics or essence
senseval2.d000.s020.t005	5) a condition of regular or proper arrangementIn the context of the sentence, "order" refers to the
senseval2.d000.s020.t006	1) a hollow device made of metal that makes a ringing sound when struck9) a percussion instrument
senseval2.d000.s020.t007	2) make a certain noise or sound3) give off a certain sound or soundsIn the context of
senseval2.d000.s020.t008	1) cause to change; make different; cause a transformation2) become different in some particular way, without perman
senseval2.d000.s020.t009	1) not subject to change or variation especially in behaviorIn the context of the sentence, "steady
senseval2.d000.s020.t010	2) recurring at regular intervalsIn the context of the sentence, "rhythm" refers to the
senseval2.d000.s020.t011	2) the act of contacting one thing with anotherIn the context of the sentence, "striking
senseval2.d000.s021.t000	11) the act of changing or altering something slightly but noticeably from the norm or standard.
senseval2.d000.s021.t002	1) come to passIn the context of the sentence, "occur" refers to events or changes happening
senseval2.d000.s021.t003	1) and nothing moreIn the context of the sentence, "only" is used to emphasize that each
senseval2.d000.s021.t004	1) on one occasion
senseval2.d000.s021.t005	3) prescribed guide for conduct or action.
senseval2.d000.s021.t006	2) put beforeIn the context of the sentence, "state" refers to the formal declaration or expression of
senseval2.d000.s022.t000	1) a person who rings church bells (as for summoning the congregation). However, in the
senseval2.d000.s022.t005	1) a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in
senseval2.d000.s022.t006	1) a language unit by which a person or thing is knownIn the context of the sentence, "names
senseval2.d000.s023.t000	1) similar things placed in order or happening one after another
senseval2.d000.s023.t003	20) make use of or accept for some purposeIn the context of the sentence, "takes about
senseval2.d000.s023.t004	1) (of quantities) imprecise but fairly close to correctIn the given sentence, "about"
senseval2.d000.s023.t005	1) a period of time equal to 1/24th of a dayThe term "hours
senseval2.d000.s024.t000	2) the act of directing the eyes toward something and perceiving it visually.
senseval2.d000.s024.t002	1) the time after sunset and before sunrise while it is dark outside7) the time between sun
senseval2.d000.s024.t003	2) systematic training by multiple repetitionsIn the context of the sentence, "practice" refers
senseval2.d000.s024.t004	2) a place for public (especially Christian) worshipIn this context, "church" refers to
senseval2.d000.s024.t006	1) cause to have, in the abstract sense or physical senseIn the context of the sentence, "g
senseval2.d000.s024.t007	1) the content of cognition; the main thing you are thinking aboutThe word "idea" in the
senseval2.d000.s024.t008	1) activity directed toward making or doing somethingIn the context of the sentence, "work" refers to the
senseval2.d000.s024.t009	1) connected by participation or association or useThe word "involved" in the context of the sentence
senseval2.d000.s025.t000	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s025.t001	1) be standing; be uprightIn the context of the sentence, "stand" refers to the
senseval2.d000.s025.t002	3) something approximating the shape of a circleIn the context of the sentence, "circle" refers to
senseval2.d000.s025.t003	1) the part of the leg of a human being below the ankle jointIn the given sentence,
senseval2.d000.s025.t004	1) at or in the frontIn the context of the sentence, "ahead" is used to describe
senseval2.d000.s025.t006	1) standing postureThe context of the sentence describes ringers standing in a specific physical position, which align
senseval2.d000.s025.t007	1) apply force so as to cause motion towards the source of the motionIn the context of the sentence,
senseval2.d000.s025.t008	1) a strong line.
senseval2.d000.s025.t009	4) slight or limited; especially in degree or intensity or scopeIn the context of the sentence, "small
senseval2.d000.s025.t010	1) an opening into or through somethingIn the given sentence, "hole" refers to the small opening in
senseval2.d000.s025.t011	2) (literal meaning) being at or having a relatively great or specific elevation or upward extension (s
senseval2.d000.s025.t012	1) the overhead upper surface of a covered spaceThe context of the sentence describes a physical space where ringers
senseval2.d000.s025.t013	1) a natural or artificial enclosed spaceThe context of the sentence describes a physical space where ringers are
senseval2.d000.s026.t000	1) express in speech2) exchange thoughts; talk withBoth definitions 1 and 2 are
senseval2.d000.s026.t002	1) a strong line.
senseval2.d000.s026.t003	2) seem to be true, probable, or apparent
senseval2.d000.s026.t004	4) cause to do; cause to act in a specified mannerIn the context of the sentence, "make
senseval2.d000.s026.t006	1) the particular auditory effect produced by a given causeIn this sentence, "sound" refers to the
senseval2.d000.s026.t007	1) a hollow device made of metal that makes a ringing sound when struck.In the given sentence
senseval2.d000.s026.t008	2) deaden (a sound or noise), especially by wrapping or surrounding with material that absorbs or diffuses the
senseval2.d000.s026.t009	1) the overhead upper surface of a covered spaceThe context of the sentence suggests that "ceiling" refers
senseval2.d000.s027.t001	1) giving or marked by complete attention to; - Walter de la MareThis definition best fits the context of
senseval2.d000.s027.t002	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s027.t003	1) look at with fixed eyesIn the context of the sentence, "stare" refers to the ring
senseval2.d000.s027.t004	3) in a straight line; in a direct course.In the context of the sentence, "straight
senseval2.d000.s027.t005	1) at or in the frontIn the context of the sentence, "ahead" refers to the physical
senseval2.d000.s027.t006	1) put into service; make work or employ for a particular purpose or for its inherent or natural purpose.
senseval2.d000.s027.t008	22) lure by imitating the characteristic call of an animalIn the context of the sentence,
senseval2.d000.s027.t009	4) observe with attentionIn the context of the sentence, "watch" refers to the act of observing
senseval2.d000.s027.t010	1) not the same one or ones already mentioned or implied; - the White QueenIn this context,
senseval2.d000.s027.t011	1) a strong lineIn the context of the sentence, "ropes" refers to the strong lines used
senseval2.d000.s027.t012	1) (used to introduce a logical conclusion) from that fact or reason or as a resultIn the given
senseval2.d000.s027.t013	1) measure the time or duration of an event or action or the person who performs an action in a certain period of
senseval2.d000.s027.t014	1) the act of pulling; applying force to move something toward or with youIn the context of the sentence
senseval2.d000.s028.t000	2) at or to or from a great distance in spaceIn this context, "far" is used to
senseval2.d000.s028.t001	2) in or to a place that is higher
senseval2.d000.s028.t004	2) made from or consisting of bronze
senseval2.d000.s028.t005	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s028.t006	3) fix onto a backing, setting, or supportIn the context of the sentence, "mounted"
senseval2.d000.s028.t007	1) a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a
senseval2.d000.s028.t008	2) move or walk in a swinging or swaying mannerIn the context of the sentence, "
senseval2.d000.s028.t009	1) in an uncontrolled mannerThe word "madly" in the context of the sentence describes the
senseval2.d000.s028.t010	2) constituting the full quantity or extent; completeIn this context, "full" refers to the
senseval2.d000.s028.t011	4) a measure for arcs and angles.In the context of the sentence, "degrees"
senseval2.d000.s028.t012	9) begin or set in motionIn the context of the sentence, "starting" refers to the action
senseval2.d000.s028.t013	1) have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical
senseval2.d000.s028.t015	1) being in such a position that top and bottom are reversed
senseval2.d000.s028.t016	7) the spatial property of a place where or way in which something is situated.
senseval2.d000.s029.t001	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s029.t002	1) put into service; make work or employ for a particular purpose or for its inherent or natural purpose
senseval2.d000.s029.t005	1) cause to move more slowly or operate at a slower rate4) lose velocity; move more slowly
senseval2.d000.s029.t006	4) changing location by moving back and forth.In the context of the sentence provided, "swing" refers
senseval2.d000.s029.t007	2) in a manner that facilitatesIn this context, "so" is used to explain how sk
senseval2.d000.s029.t008	1) a hollow device made of metal that makes a ringing sound when struck.In the context of
senseval2.d000.s029.t009	1) exchange or give (something) in exchange forIn the context of the sentence, "swap" refers
senseval2.d000.s029.t010	13) proper or appropriate position or location
senseval2.d000.s030.t000	1) widely or fully knownThe term "well-known" in the context of the sentence refers to something
senseval2.d000.s030.t002	2) engage as a participantIn the context of the sentence, "involving" refers to
senseval2.d000.s030.t003	2) a place for public (especially Christian) worship
senseval2.d000.s030.t004	1) a hollow device made of metal that makes a ringing sound when struck9) a percussion instrument
senseval2.d000.s030.t005	1) of or relating to or characteristic of England or its culture or people
senseval2.d000.s030.t007	1) give a description of2) to give an account or representation of in wordsBoth definitions
senseval2.d000.s030.t008	1) a strong feeling or emotionIn the context of the sentence provided, "passion" refers to
senseval2.d000.s030.t009	2) discover or determine the existence, presence, or fact ofIn the context of the sentence, "find
senseval2.d000.s030.t010	1) the contentment one feels when one has fulfilled a desire, need, or expectation2) state of
senseval2.d000.s030.t011	1) of or pertaining to or of the nature of mathematicsThe context of the sentence suggests that "
senseval2.d000.s030.t012	1) the state of being complete and entire; having everything that is neededIn the context of the sentence
senseval2.d000.s030.t013	1) using (or as if using) mechanisms or tools or devices
senseval2.d000.s030.t014	1) the state of being without a flaw or defect
senseval2.d000.s031.t000	1) a person who rings church bells (as for summoning the congregation)In the
senseval2.d000.s031.t001	2) state or say furtherIn the given sentence, "added" is used as a verb that means to
senseval2.d000.s031.t002	1) (usually followed by `with' or used as a combining form) generously supplied withIn
senseval2.d000.s031.t003	1) dignified and somber in manner or character and committed to keeping promises
senseval2.d000.s031.t004	3) come to pass; arrive, as in due courseIn the context of the sentence, "comes"
senseval2.d000.s031.t006	1) any customary observance or practiceIn the given sentence, "ritual" refers to a set
senseval2.d000.s031.t008	1) carry out or perform an actionIn the context of the sentence, "performed" refers to the
senseval2.d000.s032.t000	1) enter or assume a certain state or condition2) undergo a change or developmentBoth definitions
senseval2.d000.s032.t002	1) an irrational motive for performing trivial or repetitive actions, even against your will2) an
senseval2.d000.s032.t003	1) declare to be true or admit the existence or reality or truth ofIn the context of the sentence,
senseval2.d000.s032.t004	9) an authority qualified to teach apprentices.In the context of the sentence, "master" refers
senseval2.d000.s032.t007	1) (superlative of `good') having the most positive qualities.
senseval2.d000.s032.t008	2) characteristic of or peculiar to a woman3) for or pertaining to or composed of women or girls
senseval2.d000.s032.t009	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s033.t000	1) a strong feeling or emotionPassion, in the context of the sentence, refers to a powerful
senseval2.d000.s033.t002	4) continue in a place, position, or situationThis definition best fits the context of the sentence, which
senseval2.d000.s033.t003	1) a structure taller than its diameter; can stand alone or be attached to a larger buildingIn this
senseval2.d000.s033.t004	1) despite anything to the contrary (usually following a concession)
senseval2.d000.s034.t000	2) comparative of much; to a greater degree or extent.In this context, "more often than
senseval2.d000.s034.t001	3) in many cases or instances.
senseval2.d000.s034.t002	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s034.t003	1) keep in mind for attention or consideration2) take into consideration, have in viewBoth definitions
senseval2.d000.s034.t004	2) a place for public (especially Christian) worshipIn this context, "church" refers to
senseval2.d000.s034.t006	2) the lowest part of anythingIn the context of the sentence, "bottom" refers to the lowest part
senseval2.d000.s035.t001	1) come or bring to a finish or an endIn the context of the sentence, "completed"
senseval2.d000.s035.t002	2) developIn the context of the sentence, "worked up" refers to the physical exertion
senseval2.d000.s035.t003	4) use of physical or mental energy; hard workIn the context of the sentence, "sweat
senseval2.d000.s035.t004	1) a person who rings church bells (as for summoning the congregation)In this
senseval2.d000.s035.t005	1) many times at short intervals
senseval2.d000.s035.t006	4) leave suddenlyIn the context of the sentence, "skip" refers to the action of leaving quickly and
senseval2.d000.s035.t007	2) of or belonging to or characteristic of a particular locality or neighborhood.
senseval2.d000.s035.t009	1) go away from a placeIn the context of the sentence, "leaving" refers to the ring
senseval2.d000.s035.t010	1) the activity of worshippingIn the context of the sentence, "worship" refers to the
senseval2.d000.s035.t011	1) in or to a place that is lowerIn this context, "below" refers to a position that
senseval2.d000.s036.t000	11) in a manner affording benefit or advantageIn this context, "well" is used to indicate
senseval2.d000.s037.t000	1) the body of members of an organization or group
senseval2.d000.s037.t002	1) at a steady rate or pace
senseval2.d000.s037.t005	3) (Church of England) a clergyman appointed to act as priest of a parish.
senseval2.d000.s037.t006	9) exert oneself continuously, vigorously, or obtrusively to gain an end or eng
senseval2.d000.s037.t007	1) to the same degree (often followed by `as')In the context of the sentence, "
senseval2.d000.s037.t009	3) in many cases or instances
senseval2.d000.s037.t010	1) a person who rings church bells (as for summoning the congregation)In the
senseval2.d000.s037.t011	1) be present at (meetings, church services, university), etc.
senseval2.d000.s037.t012	3) the act of public worship following prescribed rulesIn the context of the sentence, "services" refers
senseval2.d000.s038.t000	1) a period of time containing 365 (or 366) days
senseval2.d000.s038.t002	3) (Church of England) a clergyman appointed to act as priest of a parish.In
senseval2.d000.s038.t003	2) enter or assume a certain state or conditionIn the context of the sentence, "got fed up"
senseval2.d000.s038.t004	1) to a very great extent or degreeIn the given sentence, "so" is used to emphasize
senseval2.d000.s038.t005	1) a person who rings church bells (as for summoning the congregation)In the
senseval2.d000.s038.t006	1) be present at (meetings, church services, university), etc.
senseval2.d000.s038.t007	3) the act of public worship following prescribed rules.
senseval2.d000.s038.t008	2) terminate the employment of; discharge from an office or position
senseval2.d000.s038.t009	1) constituting the full quantity or extent; complete
senseval2.d000.s038.t011	1) a person who rings church bells (as for summoning the congregation)In the
senseval2.d000.s038.t012	1) with little or no delay
senseval2.d000.s038.t015	2) the act of protesting; a public (often organized) manifestation of dissentThis definition
senseval2.d000.s039.t000	2) a formal association of people with similar interests.
senseval2.d000.s039.t001	8) regard or consider in a specific way.
senseval2.d000.s039.t002	1) a structure taller than its diameter; can stand alone or be attached to a larger buildingIn the
senseval2.d000.s039.t003	1) a category of things distinguished by some common characteristic or quality.In the given sentence, "sort"
senseval2.d000.s039.t004	2) standing apart; not attached to or supported by anythingThis definition best fits the context of the sentence,
senseval2.d000.s039.t006	2) report or maintainIn the context of the sentence, "says" is used to attribute a statement
senseval2.d000.s040.t000	1) not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
senseval2.d000.s040.t002	2) the day that includes the present moment (as opposed to yesterday or tomorrow)
senseval2.d000.s040.t003	1) one of the persons who compose a social group (especially individuals who have joined and participate in a group
senseval2.d000.s040.t004	1) a group of people who adhere to a common faith and habitually attend a given churchIn this
senseval2.d000.s041.t000	1) with reference to action or condition; without change, interruption, or cessationIn the context
senseval2.d000.s041.t002	1) a person who rings church bells (as for summoning the congregation)In the
senseval2.d000.s041.t003	3) make (bells) ring, often for the purposes of musical edificationIn the context of the
senseval2.d000.s041.t005	9) a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used
senseval2.d000.s042.t000	1) a hollow device made of metal that makes a ringing sound when struckIn the context of the
senseval2.d000.s042.t002	1) marked by absence of soundIn the context of the sentence, "silent" refers to the b
senseval2.d000.s042.t003	6) come after in time, as a resultIn the context of the sentence, "following" is
senseval2.d000.s042.t005	2) a place for public (especially Christian) worship
senseval2.d000.s043.t000	3) (Church of England) a clergyman appointed to act as priest of a parish.The
senseval2.d000.s043.t001	1) show unwillingness towardsIn the context of the sentence, "The vicar, W.D
senseval2.d000.s043.t002	2) discuss or mention
senseval2.d000.s043.t003	1) express in wordsIn the context of the sentence, "saying" refers to the act of express
senseval2.d000.s044.t000	3) (Church of England) a clergyman appointed to act as priest of a parish.In
senseval2.d000.s044.t002	2) a place for public (especially Christian) worshipIn this context, "church" refers to
senseval2.d000.s044.t003	4) be conscious of a physical, mental, or emotional state.In the context of the sentence,
senseval2.d000.s044.t004	1) a wrong action attributable to bad judgment or ignorance or inattentionIn the context of
senseval2.d000.s044.t008	2) nearest in space or position; immediately adjoining without intervening spaceIn the context of the sentence
senseval2.d000.s044.t009	1) the table in Christian churches where communion is givenThe altar in Christian churches is a significant religious
senseval2.d000.s045.t000	7) (usually followed by `that') to an extent or degree as expressedIn this context, "
senseval2.d000.s045.t007	3) to this place (especially toward the speaker)In the given sentence, "here" is used
senseval2.d000.s045.t008	1) move toward, travel toward something or somebody or approach something or somebodyIn the given sentence, "come
senseval2.d000.s045.t009	1) a person who rings church bells (as for summoning the congregation)In the
senseval2.d000.s045.t010	2) in or to a place that is higher
